,cut,color,clarity,depth,table,x,y,z,carat,price
50927,4,8,2,61.6,55.0,5.72,5.74,3.53,0.71,2319
50928,4,8,2,60.2,60.0,5.77,5.79,3.48,0.71,2319
50929,4,8,2,62.3,53.0,5.69,5.82,3.56,0.71,2319
50930,4,8,2,62.0,54.0,5.72,5.75,3.55,0.71,2319
50931,4,8,2,62.1,55.0,5.67,5.73,3.55,0.71,2319
50932,4,8,2,61.0,56.0,5.75,5.78,3.52,0.71,2319
50933,3,3,1,62.1,60.0,5.73,5.71,3.55,0.7,2319
50934,4,4,3,61.3,57.0,5.38,5.29,3.27,0.57,2319
50935,4,4,3,61.0,54.0,5.43,5.39,3.3,0.57,2319
50936,2,4,5,61.3,55.0,5.14,5.16,3.16,0.51,2320
50937,2,4,5,61.8,56.0,5.13,5.16,3.18,0.51,2320
50938,1,5,3,63.0,59.0,5.59,5.65,3.54,0.71,2320
50939,4,6,3,61.9,58.0,5.48,5.51,3.4,0.63,2320
50940,4,7,2,62.6,57.0,5.66,5.74,3.57,0.73,2320
50941,3,4,1,60.4,58.0,5.82,5.78,3.5,0.72,2320
50942,2,5,6,61.7,56.0,5.26,5.3,3.26,0.56,2321
50943,4,6,2,62.3,54.0,5.81,5.78,3.61,0.73,2321
50944,2,9,4,63.4,56.0,5.9,5.87,3.73,0.8,2321
50945,4,5,5,60.2,57.0,5.38,5.41,3.25,0.57,2321
50946,4,6,3,61.6,55.0,5.51,5.53,3.4,0.62,2321
50947,4,6,7,62.2,54.0,5.3,5.34,3.31,0.56,2321
50948,4,6,7,62.0,54.0,5.3,5.32,3.29,0.56,2321
50949,3,3,4,61.3,58.0,5.27,5.2,3.21,0.53,2321
50950,3,9,2,61.4,57.0,6.17,6.14,3.78,0.87,2321
50951,3,4,1,62.7,59.0,5.66,5.7,3.56,0.71,2322
50952,1,6,3,64.2,53.0,5.72,5.69,3.66,0.74,2322
50953,0,9,0,64.9,56.0,6.17,6.12,3.99,0.95,2322
50954,4,5,5,61.6,57.0,5.32,5.36,3.29,0.57,2322
50955,4,6,6,61.5,57.0,5.36,5.4,3.31,0.59,2322
50956,2,7,6,61.9,59.0,5.59,5.65,3.48,0.66,2323
50957,4,8,2,62.2,57.0,5.95,5.98,3.71,0.81,2323
50958,2,8,2,60.9,63.0,6.51,6.43,3.94,1.01,2323
50959,3,4,6,61.4,60.0,5.11,5.05,3.12,0.51,2323
50960,4,3,5,61.2,55.0,5.31,5.25,3.23,0.54,2323
50961,3,3,5,59.1,60.0,5.36,5.34,3.16,0.54,2323
50962,2,4,1,60.8,57.0,5.66,5.72,3.46,0.7,2324
50963,4,4,4,62.1,57.0,5.41,5.47,3.38,0.61,2324
50964,2,5,3,62.2,56.0,5.67,5.75,3.55,0.7,2325
50965,4,3,3,61.5,55.0,5.42,5.45,3.34,0.6,2325
50966,4,6,1,60.6,57.0,5.81,5.87,3.54,0.71,2325
50967,2,8,4,62.3,60.0,5.69,5.73,3.56,0.71,2326
50968,2,5,1,61.6,59.0,5.7,5.76,3.53,0.71,2326
50969,2,8,3,62.1,57.5,5.72,5.74,3.57,0.72,2326
50970,2,7,4,62.4,58.0,4.28,4.34,2.69,0.31,544
50971,1,4,2,63.4,57.0,4.31,4.33,2.74,0.31,544
50972,2,7,4,61.5,61.0,4.31,4.34,2.66,0.31,544
50973,1,4,2,63.3,55.0,4.33,4.36,2.75,0.31,544
50974,2,7,4,61.8,61.0,4.32,4.36,2.68,0.31,544
50975,3,6,3,62.4,59.0,4.34,4.38,2.72,0.31,544
50976,2,4,2,58.3,60.0,4.48,4.51,2.62,0.31,544
50977,3,6,3,59.2,60.0,4.42,4.47,2.63,0.31,544
50978,3,6,3,61.5,60.0,4.31,4.34,2.66,0.31,544
50979,2,6,3,61.0,56.0,4.35,4.37,2.66,0.31,544
50980,4,7,4,61.6,56.0,4.34,4.36,2.68,0.31,544
50981,1,4,2,63.1,54.0,4.31,4.34,2.73,0.31,544
50982,1,4,2,63.4,55.0,4.32,4.33,2.74,0.31,544
50983,3,6,3,61.7,58.0,4.32,4.34,2.67,0.31,544
50984,1,4,2,63.1,55.0,4.33,4.36,2.74,0.31,544
50985,4,7,4,62.4,55.0,4.33,4.36,2.71,0.31,544
50986,2,7,4,62.9,58.0,4.31,4.34,2.72,0.31,544
50987,4,6,3,62.7,57.0,4.31,4.34,2.71,0.31,544
50988,4,7,4,62.1,54.0,4.3,4.37,2.69,0.31,544
50989,4,6,3,61.6,55.0,4.37,4.39,2.7,0.31,544
50990,1,4,2,63.1,57.0,4.3,4.35,2.73,0.31,544
50991,1,6,3,63.4,59.0,4.29,4.32,2.73,0.31,544
50992,2,4,2,62.3,56.0,4.37,4.4,2.73,0.31,544
50993,2,4,2,62.8,57.0,4.32,4.34,2.72,0.31,544
50994,3,6,3,61.7,59.0,4.31,4.34,2.67,0.31,544
50995,2,6,3,60.7,61.0,4.33,4.37,2.64,0.31,544
50996,3,6,3,60.9,58.0,4.35,4.38,2.66,0.31,544
50997,2,8,5,62.2,57.0,4.34,4.37,2.71,0.31,544
50998,3,8,5,62.1,58.0,4.3,4.33,2.68,0.31,544
50999,1,4,3,63.4,55.0,4.32,4.35,2.75,0.31,544
51000,2,5,2,61.6,62.0,5.71,5.76,3.53,0.73,2326
51001,2,5,2,59.3,61.0,5.82,5.85,3.46,0.73,2326
51002,3,3,4,61.9,58.0,5.37,5.32,3.31,0.59,2326
51003,4,7,2,62.3,54.0,5.74,5.76,3.58,0.71,2326
51004,1,8,2,64.3,60.0,5.69,5.64,3.64,0.76,2326
51005,3,6,4,58.6,59.0,5.8,5.77,3.39,0.68,2326
51006,4,7,1,61.6,56.0,5.77,5.72,3.53,0.7,2326
51007,0,6,1,70.2,58.0,6.0,5.73,4.13,1.0,2326
51008,2,8,3,60.8,59.0,5.83,5.85,3.55,0.74,2327
51009,4,8,3,62.1,54.0,5.79,5.8,3.6,0.73,2327
51010,4,8,3,61.6,54.0,5.81,5.84,3.59,0.73,2327
51011,4,7,1,62.1,57.0,5.75,5.81,3.59,0.74,2327
51012,4,8,2,62.3,57.0,5.76,5.79,3.6,0.74,2327
51013,1,7,3,63.0,57.0,5.72,5.77,3.62,0.74,2327
51014,3,8,4,61.8,58.0,5.76,5.72,3.55,0.71,2327
51015,1,8,4,63.6,56.0,5.7,5.65,3.61,0.71,2327
51016,4,8,4,62.1,56.0,5.72,5.68,3.54,0.71,2327
51017,2,8,4,63.3,56.0,5.69,5.65,3.59,0.71,2327
51018,1,8,4,61.5,64.0,5.76,5.65,3.51,0.71,2327
51019,0,5,1,60.1,68.0,5.8,5.72,3.46,0.71,2327
51020,1,6,0,63.7,56.0,6.63,6.55,4.2,1.14,2327
51021,2,8,4,59.0,57.0,5.85,5.88,3.46,0.71,2328
51022,3,5,1,61.4,57.0,5.82,5.8,3.57,0.74,2328
51023,3,5,1,59.6,58.0,5.91,5.87,3.51,0.74,2328
51024,4,3,1,61.2,57.0,5.76,5.8,3.54,0.72,2328
51025,4,7,2,60.7,59.0,5.75,5.81,3.51,0.71,2328
51026,0,7,2,61.9,70.0,5.84,5.77,3.59,0.76,2328
51027,3,6,1,62.8,54.0,5.76,5.73,3.61,0.74,2328
51028,3,6,3,58.2,60.0,5.84,5.78,3.38,0.7,2328
51029,4,4,2,62.0,56.0,5.77,5.72,3.56,0.71,2329
51030,4,4,2,61.5,57.0,5.78,5.74,3.54,0.71,2329
51031,3,6,4,62.9,59.0,5.63,5.56,3.52,0.7,2329
51032,2,3,5,59.5,57.0,5.16,5.12,3.06,0.48,2329
51033,2,8,3,59.0,61.0,5.84,5.88,3.46,0.73,2329
51034,2,8,1,60.7,56.0,6.01,6.03,3.66,0.8,2329
51035,3,4,1,59.3,62.0,6.01,5.96,3.55,0.76,2329
51036,3,4,2,58.9,61.0,5.79,5.75,3.4,0.71,2329
51037,3,7,2,60.2,59.0,5.92,5.88,3.55,0.75,2329
51038,3,5,1,62.0,57.0,5.79,5.76,3.58,0.73,2329
51039,3,8,3,60.0,57.0,5.93,5.9,3.55,0.75,2329
51040,3,4,1,60.0,56.0,6.11,6.08,3.66,0.82,2329
51041,3,7,3,60.8,59.0,5.71,5.74,3.48,0.7,2330
51042,1,7,3,64.2,58.0,5.58,5.61,3.59,0.7,2330
51043,1,7,3,63.9,59.0,5.6,5.64,3.59,0.7,2330
51044,3,7,3,61.8,60.0,5.68,5.71,3.52,0.7,2330
51045,2,6,2,59.8,61.0,5.83,5.85,3.49,0.73,2330
51046,2,7,3,61.6,55.0,5.71,5.75,3.53,0.7,2330
51047,4,7,2,62.8,57.0,5.77,5.72,3.61,0.73,2330
51048,0,8,4,55.9,66.0,6.11,6.01,3.39,0.73,2330
51049,3,7,2,60.7,62.0,5.87,5.82,3.55,0.75,2331
51050,4,6,5,62.4,53.8,5.42,5.45,3.39,0.61,2331
51051,1,5,2,63.9,57.0,5.57,5.61,3.57,0.71,2331
51052,3,3,5,58.7,57.0,5.44,5.39,3.18,0.55,2331
51053,3,7,2,62.8,57.0,5.66,5.61,3.54,0.7,2331
51054,3,7,2,60.9,62.0,5.72,5.65,3.46,0.7,2331
51055,3,7,2,60.0,60.0,5.79,5.72,3.5,0.7,2331
51056,3,7,2,59.0,60.0,5.86,5.81,3.44,0.7,2331
51057,4,5,1,59.3,57.0,5.86,5.81,3.46,0.71,2331
51058,3,5,1,60.2,60.0,5.8,5.77,3.48,0.71,2331
51059,2,6,3,63.5,57.0,5.68,5.66,3.6,0.7,2331
51060,3,4,5,62.4,56.0,5.19,5.17,3.23,0.53,2331
51061,2,8,4,62.2,57.0,5.69,5.72,3.55,0.7,2332
51062,2,8,4,61.1,57.0,5.75,5.8,3.53,0.71,2332
51063,2,3,3,58.6,59.0,5.7,5.74,3.35,0.64,2332
51064,2,8,7,61.0,55.0,5.65,5.73,3.47,0.65,2332
51065,4,7,1,61.6,54.0,5.94,5.88,3.64,0.78,2332
51066,4,4,1,62.0,58.0,5.66,5.7,3.52,0.7,2332
51067,4,4,1,61.0,55.0,5.76,5.78,3.52,0.7,2332
51068,3,4,2,62.8,52.0,5.78,5.72,3.61,0.72,2333
51069,4,5,3,61.3,57.0,5.29,5.24,3.23,0.54,2333
51070,2,5,2,61.1,57.0,5.71,5.74,3.5,0.71,2333
51071,2,5,2,61.9,56.0,5.67,5.7,3.52,0.71,2333
51072,3,5,2,62.5,59.0,5.65,5.67,3.54,0.7,2333
51073,1,8,0,58.6,64.0,6.34,6.26,3.69,0.96,2333
51074,4,5,5,61.8,55.0,5.27,5.25,3.25,0.54,2333
51075,3,7,4,62.3,60.0,5.65,5.61,3.51,0.7,2333
51076,3,4,2,62.9,58.0,5.68,5.61,3.55,0.7,2333
51077,4,5,6,62.3,56.0,5.14,5.16,3.21,0.52,2333
51078,4,5,5,61.2,55.0,5.27,5.25,3.22,0.54,2333
51079,1,6,1,63.7,59.0,5.74,5.65,3.63,0.72,2333
51080,3,8,3,60.9,60.0,5.8,5.76,3.52,0.72,2333
51081,2,5,2,63.1,55.0,5.75,5.7,3.61,0.72,2333
51082,2,6,2,61.7,56.0,5.7,5.74,3.53,0.71,2334
51083,2,5,1,59.7,57.0,5.97,6.05,3.59,0.77,2334
51084,4,5,5,62.3,53.7,5.22,5.26,3.26,0.54,2334
51085,0,8,4,68.2,65.0,5.82,5.74,3.94,0.89,2334
51086,4,3,5,59.9,57.0,5.28,5.21,3.14,0.52,2334
51087,3,7,2,59.9,58.0,5.85,5.81,3.49,0.72,2334
51088,2,7,3,60.0,57.0,5.74,5.8,3.46,0.7,2335
51089,2,4,1,59.8,58.0,5.74,5.76,3.44,0.7,2335
51090,3,4,1,60.6,59.0,5.85,5.8,3.53,0.73,2335
51091,4,8,3,62.2,54.0,5.76,5.78,3.59,0.73,2335
51092,4,6,2,61.1,55.0,5.72,5.76,3.51,0.7,2335
51093,4,5,2,60.9,56.0,5.79,5.81,3.53,0.71,2335
51094,1,8,5,59.7,59.0,5.73,5.77,3.43,0.7,2335
51095,2,4,1,63.2,60.0,5.76,5.71,3.62,0.73,2335
51096,2,6,3,62.3,63.0,5.7,5.64,3.53,0.71,2335
51097,1,7,2,63.7,59.0,5.59,5.53,3.54,0.7,2335
51098,3,4,1,63.0,58.0,5.69,5.64,3.57,0.7,2335
51099,4,6,3,61.9,57.0,5.41,5.38,3.34,0.59,2336
51100,2,6,5,62.1,55.6,5.29,5.31,3.29,0.56,2336
51101,0,8,0,64.5,59.0,6.67,6.47,4.25,1.17,2336
51102,3,7,0,62.9,59.0,6.41,6.3,4.0,1.03,2336
51103,2,8,3,63.3,55.0,5.7,5.74,3.62,0.72,2337
51104,2,8,3,61.1,56.0,5.76,5.79,3.53,0.72,2337
51105,2,8,3,63.9,58.0,5.65,5.68,3.62,0.72,2337
51106,2,7,3,63.1,57.3,5.65,5.7,3.59,0.73,2337
51107,2,3,1,61.4,58.0,5.7,5.74,3.51,0.7,2337
51108,4,8,3,61.1,56.0,5.76,5.82,3.54,0.72,2337
51109,4,4,1,61.7,57.0,5.72,5.78,3.55,0.72,2337
51110,1,5,2,59.7,64.0,5.71,5.74,3.42,0.7,2337
51111,3,3,1,60.6,56.0,5.94,5.9,3.59,0.75,2337
51112,1,7,1,63.9,56.0,5.99,5.93,3.81,0.83,2337
51113,4,6,5,61.7,55.0,5.21,5.23,3.22,0.52,2338
51114,1,7,2,63.0,65.0,5.82,5.74,3.64,0.77,2338
51115,2,6,3,63.4,58.0,5.63,5.57,3.55,0.7,2338
51116,4,7,2,61.7,56.0,5.87,5.84,3.61,0.76,2338
51117,0,5,1,67.2,61.0,6.09,6.0,4.06,0.97,2338
51118,0,6,3,65.3,57.0,5.58,5.47,3.61,0.7,2338
51119,4,5,5,62.0,55.0,5.3,5.31,3.29,0.57,2339
51120,4,5,5,62.1,56.0,5.31,5.35,3.31,0.57,2339
51121,2,7,1,62.2,55.1,5.7,5.72,3.55,0.71,2339
51122,0,6,2,66.4,54.0,5.87,5.82,3.88,0.82,2339
51123,3,3,2,62.1,62.0,5.63,5.58,3.48,0.7,2339
51124,0,3,2,66.5,55.0,5.51,5.47,3.65,0.7,2339
51125,4,5,6,61.9,54.8,5.3,5.36,3.3,0.57,2339
51126,4,4,4,59.6,59.0,5.52,5.45,3.27,0.6,2339
51127,3,8,0,61.8,56.0,6.53,6.48,4.02,1.05,2339
51128,4,8,5,62.4,53.0,5.75,5.78,3.6,0.72,2340
51129,4,4,1,58.7,57.0,5.89,5.86,3.44,0.71,2340
51130,4,5,5,62.0,55.0,5.32,5.4,3.31,0.58,2340
51131,4,5,1,61.7,55.0,5.77,5.81,3.57,0.72,2340
51132,3,5,1,60.6,57.0,5.98,5.94,3.61,0.78,2340
51133,4,3,4,61.6,56.0,5.23,5.19,3.21,0.53,2340
51134,3,4,1,60.5,59.0,5.78,5.75,3.49,0.71,2340
51135,4,5,4,62.2,57.0,5.6,5.53,3.46,0.65,2340
51136,4,4,1,60.8,56.0,5.98,5.92,3.62,0.78,2340
51137,3,4,1,60.1,59.0,5.87,5.82,3.51,0.73,2341
51138,3,5,6,62.6,57.0,5.1,5.06,3.18,0.51,2341
51139,0,8,0,56.1,63.0,6.7,6.65,3.74,1.01,2342
51140,4,6,2,62.8,56.0,5.72,5.75,3.6,0.71,2342
51141,1,4,0,57.7,63.0,6.35,6.3,3.65,0.91,2342
51142,3,4,1,61.8,60.0,5.65,5.61,3.48,0.7,2342
51143,2,5,2,60.3,57.0,5.73,5.77,3.47,0.7,2343
51144,2,5,2,63.1,57.0,5.69,5.66,3.58,0.71,2343
51145,4,8,2,61.2,55.0,5.71,5.76,3.51,0.7,2343
51146,4,5,2,61.8,58.0,5.7,5.75,3.54,0.7,2343
51147,3,4,1,62.7,59.0,5.7,5.66,3.56,0.71,2343
51148,2,4,1,58.4,63.0,5.85,5.8,3.4,0.71,2343
51149,3,5,1,62.0,59.0,5.68,5.65,3.51,0.71,2343
51150,1,6,0,57.4,59.0,6.64,6.6,3.8,1.02,2344
51151,3,7,1,60.0,59.0,6.03,5.97,3.62,0.81,2344
51152,1,6,0,63.6,61.0,6.07,6.03,3.85,0.9,2344
51153,0,4,4,58.8,67.0,5.66,5.57,3.29,0.62,2344
51154,3,4,3,62.4,59.0,5.5,5.46,3.42,0.63,2344
51155,4,5,4,61.9,55.0,5.46,5.19,3.39,0.62,2344
51156,2,5,2,64.0,58.0,5.59,5.66,3.6,0.71,2345
51157,2,4,1,59.8,58.0,5.84,5.86,3.5,0.72,2345
51158,2,8,2,63.2,57.0,5.71,5.75,3.62,0.72,2345
51159,3,5,2,60.2,60.0,5.79,5.71,3.46,0.71,2345
51160,4,4,1,62.7,57.0,5.71,5.78,3.6,0.72,2345
51161,4,6,2,61.5,57.0,5.74,5.78,3.54,0.71,2345
51162,4,5,5,61.2,56.0,5.45,5.43,3.33,0.59,2345
51163,3,5,2,58.5,59.0,5.87,5.82,3.42,0.71,2345
51164,1,5,2,63.6,54.0,5.65,5.61,3.58,0.71,2345
51165,3,5,4,60.2,58.0,5.25,5.21,3.15,0.51,2346
51166,2,5,2,62.1,59.0,5.64,5.73,3.53,0.71,2346
51167,3,7,1,62.2,58.0,5.99,5.93,3.71,0.8,2346
51168,4,5,2,62.7,55.0,5.65,5.74,3.57,0.71,2346
51169,1,7,1,59.2,58.0,6.05,6.07,3.59,0.79,2346
51170,4,4,5,62.4,54.0,5.11,5.09,3.18,0.5,2346
51171,4,4,5,62.2,57.0,5.08,5.05,3.15,0.5,2346
51172,3,5,2,59.3,61.0,5.85,5.82,3.46,0.73,2346
51173,4,3,7,62.1,57.0,4.52,4.46,2.79,0.34,2346
51174,4,3,7,59.8,57.0,4.59,4.57,2.74,0.34,2346
51175,3,5,2,61.6,62.0,5.76,5.71,3.53,0.73,2346
51176,3,5,2,62.4,55.0,5.78,5.71,3.59,0.73,2346
51177,2,5,2,63.1,58.0,5.7,5.74,3.61,0.75,2347
51178,2,5,1,63.3,55.0,5.79,5.83,3.68,0.76,2347
51179,4,6,5,62.0,57.0,5.41,5.46,3.37,0.6,2347
51180,4,4,3,62.5,56.0,5.7,5.75,3.58,0.71,2347
51181,1,7,3,59.7,57.0,5.75,5.8,3.45,0.7,2347
51182,4,8,3,62.1,58.0,5.74,5.72,3.57,0.72,2347
51183,2,7,1,63.1,56.0,5.84,5.88,3.7,0.78,2348
51184,2,8,2,63.5,57.0,5.79,5.86,3.7,0.78,2348
51185,3,3,1,62.8,61.0,5.61,5.57,3.51,0.7,2348
51186,2,7,1,63.2,55.0,5.93,5.9,3.74,0.79,2348
51187,3,5,2,62.8,59.0,5.66,5.59,3.53,0.7,2348
51188,3,5,2,61.6,55.0,5.7,5.66,3.5,0.7,2348
51189,3,5,2,61.7,61.0,5.7,5.67,3.51,0.7,2348
51190,1,8,2,64.0,58.0,6.01,5.99,3.84,0.91,2348
51191,4,5,2,61.5,56.0,5.74,5.7,3.52,0.7,2348
51192,2,4,2,62.9,57.0,5.6,5.66,3.54,0.7,2349
51193,3,4,2,60.1,58.0,5.81,5.83,3.5,0.7,2349
51194,3,9,4,61.7,61.0,5.94,5.9,3.65,0.81,2350
51195,3,5,5,61.3,59.0,5.45,5.41,3.33,0.6,2350
51196,4,6,2,62.5,55.0,5.78,5.74,3.6,0.73,2351
51197,2,6,5,62.3,59.0,5.4,5.45,3.38,0.61,2351
51198,2,5,5,60.7,58.0,5.32,5.35,3.24,0.57,2351
51199,0,8,5,64.4,59.0,5.65,5.62,3.63,0.73,2351
51200,4,8,3,61.6,56.0,5.67,5.72,3.51,0.7,2351
51201,4,8,2,61.3,56.0,5.78,5.81,3.55,0.72,2351
51202,0,7,3,67.8,56.0,5.42,5.38,3.66,0.7,2351
51203,1,7,3,64.2,58.0,5.61,5.58,3.59,0.7,2351
51204,1,7,3,63.9,59.0,5.64,5.6,3.59,0.7,2351
51205,4,6,2,62.1,54.0,5.81,5.76,3.59,0.73,2351
51206,3,6,2,62.8,59.0,5.76,5.68,3.59,0.73,2351
51207,3,5,1,60.5,57.0,5.84,5.8,3.52,0.73,2351
51208,3,8,5,61.5,58.0,5.78,5.73,3.54,0.73,2351
51209,2,8,2,63.8,58.0,5.72,5.76,3.66,0.74,2352
51210,2,8,2,62.0,56.0,5.81,5.84,3.61,0.76,2352
51211,3,7,3,62.2,59.0,5.68,5.64,3.52,0.71,2352
51212,3,5,2,62.2,58.0,5.74,5.67,3.55,0.71,2352
51213,4,6,2,61.9,57.0,5.69,5.65,3.51,0.7,2352
51214,3,6,2,60.3,61.0,5.75,5.72,3.46,0.7,2352
51215,4,6,2,62.2,56.0,5.72,5.69,3.55,0.7,2352
51216,3,6,2,62.8,58.0,5.66,5.62,3.54,0.7,2352
51217,4,6,2,62.9,57.0,5.67,5.62,3.55,0.71,2352
51218,4,3,3,60.9,57.0,5.42,5.48,3.32,0.59,2352
51219,4,7,7,61.8,56.0,5.1,5.13,3.16,0.5,2352
51220,3,8,5,60.1,59.0,5.8,5.72,3.46,0.7,2352
51221,1,5,2,63.9,57.0,5.61,5.57,3.57,0.71,2352
51222,0,4,2,64.7,59.0,5.61,5.58,3.62,0.71,2352
51223,0,3,2,65.1,59.0,5.59,5.56,3.63,0.71,2352
51224,3,6,2,62.0,61.0,5.71,5.68,3.53,0.7,2352
51225,0,6,2,61.7,66.0,5.7,5.58,3.48,0.7,2352
51226,3,6,2,59.0,62.0,5.77,5.75,3.4,0.7,2352
51227,0,3,2,64.9,64.0,5.57,5.5,3.59,0.7,2352
51228,1,7,3,59.1,65.0,5.85,5.75,3.43,0.7,2352
51229,3,6,2,62.8,60.0,5.78,5.68,3.6,0.72,2352
51230,0,4,3,65.6,61.0,5.62,5.47,3.64,0.7,2352
51231,4,4,4,60.0,55.0,5.43,5.4,3.25,0.56,2352
51232,4,6,2,62.7,57.0,5.69,5.64,3.55,0.7,2352
51233,3,6,2,60.4,59.0,5.81,5.75,3.49,0.71,2352
51234,2,6,3,63.2,57.0,5.61,5.66,3.56,0.7,2353
51235,2,6,2,63.1,57.0,5.66,5.72,3.59,0.72,2353
51236,4,8,5,62.5,54.0,5.68,5.71,3.56,0.7,2353
51237,4,8,5,62.3,55.0,5.66,5.7,3.54,0.7,2353
51238,4,8,5,62.1,56.0,5.65,5.71,3.53,0.7,2353
51239,1,6,3,63.8,59.0,5.51,5.55,3.53,0.7,2353
51240,2,8,4,63.4,57.0,5.81,5.76,3.67,0.74,2353
51241,2,7,2,62.1,61.0,5.63,5.71,3.52,0.71,2354
51242,3,5,2,61.5,57.0,5.74,5.68,3.51,0.7,2354
51243,4,7,2,62.3,54.0,5.78,5.75,3.59,0.72,2354
51244,1,7,2,57.9,62.0,5.82,5.86,3.38,0.71,2354
51245,3,5,2,62.5,59.0,5.67,5.65,3.54,0.7,2354
51246,2,3,1,63.3,57.0,5.64,5.6,3.56,0.7,2354
51247,3,3,1,60.5,58.0,5.8,5.74,3.49,0.7,2354
51248,1,7,5,64.3,60.0,5.59,5.55,3.58,0.7,2355
51249,3,4,1,62.6,59.0,5.7,5.74,3.58,0.72,2355
51250,4,4,1,62.4,57.0,5.73,5.77,3.59,0.72,2355
51251,4,5,1,62.0,56.0,5.68,5.71,3.53,0.7,2355
51252,4,5,1,62.2,60.0,5.72,5.75,3.57,0.73,2355
51253,4,8,4,62.2,57.0,5.69,5.66,3.53,0.7,2355
51254,3,3,2,61.8,59.0,5.64,5.6,3.47,0.7,2355
51255,2,5,6,59.7,56.0,5.33,5.35,3.19,0.54,2356
51256,4,5,6,60.8,56.0,5.28,5.34,3.23,0.54,2356
51257,4,5,6,60.5,55.0,5.31,5.33,3.22,0.54,2356
51258,0,8,0,67.3,55.0,6.08,6.02,4.07,0.97,2357
51259,4,6,3,60.9,56.0,5.57,5.6,3.4,0.63,2357
51260,4,4,3,61.6,55.0,5.36,5.39,3.31,0.58,2357
51261,4,6,5,62.1,56.0,5.31,5.29,3.29,0.56,2357
51262,3,3,2,58.8,59.0,5.86,5.84,3.44,0.7,2357
51263,4,8,0,61.6,53.0,6.43,6.4,3.95,0.97,2357
51264,1,5,1,57.5,61.0,6.22,6.17,3.56,0.83,2358
51265,4,5,3,61.5,56.0,5.43,5.47,3.35,0.6,2358
51266,4,8,2,61.9,56.0,5.85,5.88,3.63,0.76,2358
51267,0,3,1,58.1,60.0,5.79,5.82,3.37,0.7,2358
51268,0,7,1,65.1,58.0,5.86,5.81,3.8,0.82,2358
51269,2,8,3,61.6,59.0,5.71,5.75,3.53,0.72,2359
51270,2,4,1,59.6,57.0,5.87,5.91,3.51,0.73,2359
51271,2,7,2,62.7,59.0,5.74,5.77,3.61,0.73,2359
51272,4,5,5,60.8,55.0,5.21,5.25,3.19,0.52,2359
51273,4,5,6,62.1,56.0,5.25,5.28,3.27,0.55,2359
51274,4,5,1,62.0,57.0,5.72,5.76,3.56,0.72,2359
51275,4,7,2,61.8,54.0,5.76,5.8,3.57,0.72,2359
51276,4,7,2,61.7,54.0,5.77,5.81,3.57,0.72,2359
51277,0,8,3,65.1,57.0,5.91,5.85,3.83,0.84,2359
51278,4,4,4,60.8,57.0,5.42,5.41,3.29,0.58,2359
51279,0,6,2,64.6,56.0,5.86,5.79,3.76,0.78,2359
51280,2,8,3,60.8,61.0,5.72,5.76,3.49,0.7,2360
51281,2,5,2,63.5,56.0,5.68,5.72,3.62,0.73,2360
51282,3,4,1,58.2,60.0,6.01,5.95,3.48,0.77,2360
51283,4,8,3,62.3,58.0,5.67,5.72,3.55,0.71,2360
51284,4,5,5,62.0,55.0,5.31,5.3,3.29,0.57,2360
51285,4,5,5,62.1,56.0,5.35,5.31,3.31,0.57,2360
51286,3,5,2,59.3,59.0,5.85,5.81,3.46,0.72,2360
51287,4,7,1,62.2,55.0,5.72,5.7,3.55,0.71,2360
51288,3,3,4,60.6,59.0,5.38,5.32,3.24,0.57,2360
51289,4,4,1,61.0,57.0,5.95,5.92,3.62,0.77,2360
51290,4,5,5,61.5,57.0,5.36,5.31,3.28,0.57,2360
51291,3,4,2,59.8,60.0,5.9,5.84,3.51,0.75,2360
51292,3,5,0,62.9,58.0,6.86,6.79,4.29,1.2,2360
51293,1,4,2,63.7,58.0,5.71,5.66,3.62,0.72,2361
51294,4,7,2,62.0,57.0,5.73,5.76,3.56,0.72,2361
51295,4,6,7,61.6,57.0,5.22,5.27,3.23,0.54,2361
51296,4,4,2,60.9,56.0,5.84,5.79,3.54,0.73,2361
51297,3,5,1,59.1,58.0,5.85,5.83,3.45,0.7,2362
51298,2,5,3,61.0,59.0,5.69,5.75,3.49,0.7,2362
51299,1,5,3,62.9,58.0,5.61,5.65,3.54,0.7,2362
51300,4,6,3,62.0,57.0,4.34,4.37,2.7,0.31,544
51301,3,4,2,59.3,59.0,4.42,4.48,2.64,0.31,544
51302,2,7,4,62.8,58.0,4.29,4.31,2.7,0.31,544
51303,1,4,2,63.5,57.0,4.28,4.32,2.73,0.31,544
51304,3,8,5,61.7,58.0,4.38,4.4,2.71,0.31,544
51305,4,7,4,61.7,57.0,4.32,4.34,2.67,0.31,544
51306,3,6,3,59.8,60.0,4.4,4.43,2.64,0.31,544
51307,2,6,3,59.0,60.0,4.37,4.41,2.59,0.31,544
51308,3,4,2,62.6,60.0,4.31,4.35,2.71,0.31,544
51309,1,4,2,63.4,55.0,4.32,4.35,2.75,0.31,544
51310,1,7,4,63.6,55.0,4.29,4.32,2.74,0.31,544
51311,4,6,3,59.1,57.0,4.45,4.48,2.64,0.31,544
51312,4,6,3,62.3,56.0,4.29,4.34,2.69,0.31,544
51313,3,7,4,59.9,59.0,4.38,4.4,2.63,0.31,544
51314,4,7,4,61.7,57.0,4.34,4.38,2.69,0.31,544
51315,4,6,3,62.4,55.0,4.3,4.32,2.69,0.31,544
